year,outcome,cinc_a,irst_prop_a,irst_raw_a,milex_prop_a,milex_raw_a,milper_prop_a,milper_raw_a,pec_prop_a,pec_raw_a,tpop_prop_a,tpop_raw_a,upop_prop_a,upop_raw_a,cinc_b,irst_prop_b,irst_raw_b,milex_prop_b,milex_raw_b,milper_prop_b,milper_raw_b,pec_prop_b,pec_raw_b,tpop_prop_b,tpop_raw_b,upop_prop_b,upop_raw_b,capratio_a
1865,VictoryA,0.1354652,0.08945585432987507,845,0.21445462607153415,30471,0.20178435839028094,1063,0.1271185965227246,22658,0.045413435131205535,35701,0.13456442868207574,3301,0.1106782,0.12746135930552616,1204,0.16781385921202652,23844,0.09092634776006074,479,0.10362258265401726,18470,0.048363317657444733,38020,0.12588153764624352,3088,0.550350730509126
1961,VictoryA,0.2106549,0.2538882591278079,88917,0.37329221330542345,47808000,0.12129337539432176,2307,0.34979291659444794,1447002,0.061547116341141184,183691,0.10411527259721015,50941,5.211e-4,0,0,2.4673765772363165e-4,31600,9.989484752891693e-4,19,1.1119870023223607e-5,46,0.0011194283644585348,3341,7.50089418016453e-4,367,0.9975323900443233
1953,VictoryB,0.0021117,0,0,6.569365659202232e-4,64732,6.589165529251188e-4,14,1.7080961133696354e-4,456,0.008036355245615833,18807,0.0031473768699400227,996,0.0067028,9.394964299135663e-5,20,0.0014779448963654455,145631,0.02823928083964795,600,9.784094403775191e-4,2612,0.0036034765665059992,8433,0.005823911216164119,1843,0.23957116115491522
1949,VictoryB,0.0170915,2.0740290087524024e-5,3,0,0,0.09302902505581742,1500,7.618303504722785e-4,1759,0.0033664764576643888,7099,0.005370998935897536,1383,0.0707876,0.10925293475104739,15803,0.06772451039156521,3137333,0.04775489952865294,770,0.10270157429058609,237129,0.023864567017256335,50324,0.07342695363775467,18907,0.1944887919880836
1838,VictoryA,0.0085037,0,0,0.023902429829025996,1268,0.00697350069735007,15,3.906402593851322e-5,2,0.020107000003358442,5987,0,0,0.3039156,0.43360433604336046,1120,0.16081358743802898,8531,0.07205950720595072,155,0.7417477245204891,37976,0.08699711509721014,25904,0.3282712511938873,3437,0.027218869000730745
1866,VictoryA,0.0981717,0.1278705636743215,1225,0.11316501352569883,17821,0.018100611189468735,77,0.14370674103773332,26846,0.046498073291286794,36538,0.13968921981223698,3452,0.0093401,0,0,0.01656739354068505,2609,0.018100611189468735,77,9.153636563157415e-4,171,0.010462002860793386,8221,0.009995144059566202,247,0.9131248848963556
1876,VictoryA,0.030691,0.0014175930761769753,19,0.043895165327934874,8066,0.0351985559566787,156,0.005826720050018644,1547,0.03274437046422128,27550,0.06506356616459673,2216,2.963e-4,0,0,8.924878643418446e-4,164,2.256317689530686e-4,1,0,0,6.596415828545485e-4,555,0,0,0.9904380181558251
1982,VictoryA,0.0032256,0,0,6.008772565021342e-4,459086,0.00881121961964902,240,0.0011119370329109666,11638,0.00717493913615703,32775,0.0016547324152322998,1662,7.319e-4,0,0,1.5903249293442148e-4,121505,0.0019825244144210294,54,2.1468658815526227e-4,2247,0.0015801284724570998,7218,4.5500163282861673e-4,457,0.8150600126342388
1973,VictoryA,0.0069416,2.8853908334018613e-4,200,0.006152331658220653,1814697,0.011139339456712917,285,0.006605478696057174,60013,0.008036424072895683,31106,0.00942736025868934,7032,0.0027432,0,0,0.002231035037618924,658068,0.004103967168262654,105,9.181827817724318e-4,8342,0.0026902618102958515,10413,0.006515496424520789,4860,0.7167520237898563
1980,VictoryB,0.0059016,3.616651620468579e-4,260,0.005331247206354007,3386780,0.016091609909437917,430,0.0015604655833767577,16665,0.003000996100382617,13238,0.009063402499825195,8555,0.0078179,7.859262175249028e-4,565,0.005331447121434173,3386907,0.011413816331112941,305,0.006073502470386034,64862,0.008907096070413461,39291,0.0143955012469462,13588,0.43016144903239917
1870,VictoryA,0.0989996,0.14134157547406231,1692,0.06609706117804619,13128,0.012471938139186829,50,0.17727547874561844,37779,0.049778954249018265,39905,0.1470326462316209,4130,0.005307,0,0,0.007250134681321337,1440,0.004489897730107259,18,3.8947205420700203e-4,83,0.011488890330371088,9210,0.008223859873972018,231,0.9491211486137981
1953,VictoryB,6.525e-4,0,0,1.2124484262882202e-4,11947,5.64785616792959e-4,12,1.3934468293278605e-4,372,0.0015002734762246607,3511,0.0015894885196584654,503,0.001699,0,0,3.6561201142930793e-4,36026,0.001694356850378877,36,0.0011937943669537343,3187,0.00360005811369774,8425,0.0033401379031391606,1057,0.2774824580055284
1943,VictoryB,0.0014733,0,0,8.33142076638754e-5,12953,8.43303642017604e-4,32,3.699755825577803e-4,782,0.004753349119313789,7040,0.0027899468603766893,598,7.496e-4,0,0,1.6144419148948297e-5,2510,NA,NA,2.3703039240594365e-4,501,0.001782505919742671,2640,0.0017122249126392058,367,0.6627828512303748
1942,VictoryA,0.0014577,0,0,1.0699068491909063e-4,10076,9.858287122612446e-4,32,3.1478282833558225e-4,663,0.004682053391647,6920,0.00265627107920898,571,7.325e-4,0,0,1.770082093689203e-5,1667,NA,NA,2.383423526764137e-4,502,0.0017456210622036504,2580,0.0016607509199257546,357,0.665555657017624
1886,VictoryA,1.092e-4,0,0,NA,NA,2.2271714922048998e-4,1,0,0,3.230936655085505e-4,296,0,0,4.305e-4,0,0,NA,NA,4.4543429844097997e-4,2,0,0,0.0017071570704573413,1564,0,0,0.20233463035019458
1963,VictoryB,3.052e-4,0,0,6.904103575472305e-5,10000,3.827384939240264e-4,8,4.9612215821767035e-6,23,0.0013746787297191918,4319,0,0,0.0371322,0.05996074248590739,22880,0.03617446492990167,5239560,0.021529040283226487,450,0.05345155421051326,247799,0.017068105320951994,53625,0.034609595501980533,18602,0.008152275531954677
1871,VictoryA,0.1198476,0.1130607383882493,1424,0.16359327335788865,27404,0.18601190476190477,1000,0.1430989252771431,32129,0.05037192725719147,41030,0.06294883688966774,1832,0.1373235,0.06828106391425169,860,0.32429124903738815,54323,0.18601190476190477,1000,0.08427198995203164,18921,0.044429930476182294,36190,0.11665464041507749,3395,0.4660228151608015
1875,VictoryA,0.0222555,1.4682131845543972e-4,2,0.012815895115290667,1957,0.009757258448357925,41,0.0022368411126115592,593,0.04234339442567365,35316,0.06623262040220268,2177,0.166604,7.341065922771986e-4,10,NA,NA,0.23798191337458352,1000,0,0,0.4276999369333292,356718,NA,NA,0.11784157005604695
1879,VictoryA,0.021155,4.2851021282673904e-4,6,0.009983798745747919,1670,0.010133578995854445,44,0.003330592389389092,964,0.042292204056637035,36464,0.06076160275187444,2261,0.1635744,7.141836880445651e-4,10,NA,NA,0.2303086135421465,1000,0,0,0.42327463024477147,364944,NA,NA,0.11451885839503619
1909,VictoryA,0.0343469,0.001953680696496652,103,0.042729931689015024,17721,0.04300567107750473,273,0.014655836961296912,15913,0.04133599178626583,48554,0.06240048856027394,5722,0.1371975,7.018076288386032e-4,37,NA,NA,0.1575299306868305,1000,0.008335950501897716,9051,0.3822221351962936,448965,NA,NA,0.20022163358290918
1933,VictoryA,0.0491846,0.04858484116494235,3198,0.039134574894409954,220162,0.05737704918032787,371,0.029150647780712424,42393,0.046822217639433096,67432,0.074038168271535,13594,0.1225847,5.317290308858606e-4,35,0.019313455391949223,108653,0.2629137024435509,1700,0.019775516701472144,28759,0.34397998571003024,495390,0.08899394361901443,16340,0.2863410399879373
1935,VictoryA,0.0468279,0.04767986377181779,4704,0.025608949391187283,295113,0.04800936768149883,410,0.030488993729615232,50666,0.04711848815880429,69254,0.08206189561041755,16098,0.1109026,5.06801273084798e-4,50,0.012752191698883262,146954,0.1990632318501171,1700,0.02203540781571568,36618,0.3428279257360265,503883,0.08823004654150247,17308,0.2968855104117466
1978,VictoryA,0.1708518,0.21201522578217472,151000,0.32356188162572724,163000000,0.14734774066797643,3900,0.1713225017690512,1766924,0.06121920065162258,261253,0.109644065277221,97367,0.1396744,0.17454609786678985,124314,0.2168599072513241,109247000,0.07782983225026446,2060,0.25335702798620596,2612982,0.05215816000980433,222585,0.06329530149950227,56208,0.5502009170240708
1856,VictoryB,5.689e-4,0,0,NA,NA,0.0017289820618111088,8,0,0,0.0011156604654997116,406,0,0,0.0093911,0,0,0.02113274170573326,3160,0.005835314458612492,27,5.886564314692546e-4,74,0.021771866670330577,7923,0.007018154399396787,121,0.057118473895582327
1939,VictoryA,0.1779559,0.17719127967746753,23733,0.36178275325538906,12000000,0.2415034688680074,2750,0.1294526141510157,255050,0.051935795854664644,79798,0.10586949021154182,23627,0.0121637,0.018075257578020008,2421,0.00810218505627998,268742,0.014314569245630984,163,0.015604864230829161,30745,0.009554343256052495,14680,0.007330701569648386,1636,0.9360207995388167
1976,VictoryA,0.0032041,1.0356347109247626e-4,70,0.008681780261608481,3548631,0.006575174892006575,172,0.0012346206011099006,11974,8.571772398941399e-4,3533,0.0017720390637229072,1483,0.1424627,0.17179848323899194,116121,0.2226647027965919,91013000,0.07932260407507932,2075,0.2615095324794716,2536257,0.052899699830262895,218035,0.06658111171254491,55721,0.021996089706096383
1898,VictoryA,0.030992,3.4157866271953543e-4,12,0.045645141967173834,13716,0.055956361076896007,318,0.007472585283546038,4659,0.030103840808853338,31930,0.046432564745701246,3073,0.0010013,0,0,6.056733623524088e-4,182,1.7596339961288053e-4,1,2.566245214353651e-5,16,0.003598695908781497,3817,0.0016016439515276057,106,0.9687028221533882
1902,VictoryB,0.0010519,0,0,NA,NA,1.7073587160662456e-4,1,4.0358592604743565e-5,31,0.00359009888517982,3990,0.0014582525051172622,109,8.791e-4,0,0,0.0014645308924485126,512,0.001536622844459621,9,5.988694386510336e-5,46,0.002213444425449212,2460,0,0,0.5447436561367167
1918,VictoryB,0.1427972,0.12959298283147028,9692,0.22917465115701008,8104264,0.1412937987349821,4222,0.15108759123554136,206733,0.03438568172429248,43116,0.1712483480640717,18271,0.0373969,0.005375193881371343,402,0.0073167505914190295,258741,NA,NA,0.013184983691430016,18041,0.1144036098745189,143450,0.04670409492656501,4983,0.7924632382525287
1920,VictoryB,0.1276359,0.12779357702712077,9212,0.23776662646048188,1475661,0.05299190895349871,596,0.14978629251760409,213247,0.036689077594020104,46472,0.16078804656321227,18412,0.1032007,0.0026912672539363253,194,0.1906801139866285,1183426,0.2711834266915622,3050,0.009175549194865401,13063,0.11027171012533908,139675,0.035201858336753676,4031,0.5529274820370773
1960,VictoryA,0.0013258,0,0,0,0,0.0012718762718762718,25,6.494422081627724e-5,263,0.0048452115323316365,14106,0.0017725827686972159,828,6.422e-4,0,0,1.5063220859580135e-4,17384,2.5437525437525436e-4,5,1.135906523782796e-5,46,0.0023278036689785555,6777,0.0011089346306584031,518,0.6736788617886178
1960,VictoryA,0.17179,0.18849524821302788,65294,0.32025835538032055,36960032,0.18315018315018314,3600,0.15549696033883598,629705,0.07361898075380033,214329,0.10972030442182332,51252,0.0072474,0.020615134123950624,7141,0.0033245838583776492,383680,0.005596255596255597,110,0.008944276129986228,36221,0.003143926070851515,9153,0.0018603555869539622,869,0.9595201896363553
1887,VictoryA,0.1946572,0.34848691075722515,7681,0.14721491041861254,27740,0.06021173356859286,273,0.34671367758562094,141800,0.03878747541205996,36598,0.2265284309533989,10597,5.038e-4,0,0,NA,NA,0.0015438906043228936,7,0,0,9.750390015600624e-4,920,0,0,0.9974185416143594
1919,VictoryB,0.1035382,6.172404063205418e-4,35,0.013682250897417148,214511,0.10944563407090174,1380,0.01625368926301688,20189,0.37769197138152383,462176,NA,NA,0.0630602,0.0035094525959367944,199,0.09042572835433797,1417699,0.12292806725354906,1550,0.011812887342426404,14673,0.11625949488634739,142265,0.03342550499132962,3566,0.6214837597479929
1946,VictoryB,0.1225411,0.12559286305804412,13346,0.10504164855744752,8764724,0.15626953369171145,2500,0.08910120690202049,179782,0.11685687249370551,174000,0.14238462590478312,28110,0.1327105,5.646314838515396e-4,60,0.009459439134237807,789300,0.2599074884360545,4158,0.00836981000412345,16888,0.37157060337770087,553269,0.14639125127264807,28901,0.48007965474065584
1916,VictoryB,0.1501177,0.1881714307406142,14871,0.2108758521203198,4974000,0.15698371893744645,4580,0.14822236967643398,188756,0.054880663025515884,67715,0.1415722916140562,14576,0.232936,0.5499247111819712,43460,0.01176143742884424,277421,0.006135389888603256,179,0.5073716199502931,646120,0.08263586033736432,101961,0.23978709765146952,24688,0.39189727184465256
1987,VictoryB,0.0105868,0,0,0.015330072441736824,13990000,0.031797625777275296,900,0.0026180643134913213,31708,0.0032654990724422872,16330,0.010509375742566189,12251,0.1340296,0.11017733051973086,80876,0.3002086223425926,273966000,0.08055398530243076,2280,0.2115196646288348,2561765,0.04855335191581611,242804,0.05316452221414901,61975,0.07320608174453243
1961,VictoryA,1.202e-4,0,0,1.5186858995964035e-5,1945,0,0,2.417363048526871e-7,1,7.05631887324057e-4,2106,0,0,0.0018871,1.713203948364033e-5,6,0.0013330470447742726,170725,0.003943217665615142,75,6.838720064282518e-4,2829,0.002994747297674464,8938,0.0023504164324766237,1150,0.05988143277038808
1988,VictoryA,0.1128983,0.07645283543150891,59430,0.006207748755009239,5860000,0.13164768571727092,3780,0.10366693858060921,1302601,0.2205215683569101,1121980,0.13889287076506512,165686,0.0110513,1.0548767466571984e-4,82,0.0026907306890313083,2540000,0.043534287604917635,1250,0.0011656751755834544,14647,0.012525337338170742,63727,0.006286334620108055,7499,0.9108403738293629
1987,VictoryA,0.057612,0.016704515886455065,12262,0.01057435304237029,9650000,0.044516676088185415,1260,0.028613755257720145,346548,0.1567219588515122,783730,0.08854091159033765,103214,0.0010476,0,0,4.242452356356561e-4,387160,7.772752967778406e-4,22,5.666637877977462e-4,6863,0.0032716981215081607,16361,0.001245581060991438,1452,0.9821410306241433
1981,VictoryB,6.942e-4,0,0,1.1248885769908524e-4,77136,5.124075836322378e-4,14,4.6899383107383205e-4,4924,0.0019940826941600687,8966,0.0010772398424703604,1049,0.0059161,2.114233442380796e-5,15,0.0013029259357252322,893444,0.0052704780030744455,144,0.0036116525346240125,37919,0.01647620278259717,74082,0.008814060598592091,8583,0.10501792656914209
1980,VictoryA,0.0020931,0,0,0.0021442372034298153,1362169,0.003106054936007784,83,0.001034973062890087,11053,0.0031202379759530394,13764,0.0031528563225575426,2976,0.0046777,5.981385372313419e-4,430,9.637323585075244e-4,612230,0.00580046403712297,155,0.002451143568920095,26177,0.010953250383908967,48317,0.007299455666136247,6890,0.3091362911325102
1919,VictoryB,0.0612985,0.02280262415349887,1293,0.040485203229049735,634729,0.18748512966928385,2364,0.03569226112172918,44334,0.026126004649889473,31970,0.055199887519332615,5889,0.0058084,0,0,0.002138531395073456,33528,0.010230787532714728,129,4.516479110680306e-4,561,0.015524420091771983,18997,0.006505131930449454,694,0.9134455622298154
1966,VictoryA,0.0353643,0.05789058791795871,27686,0.034708138110692094,6032499,0.01869940161914819,425,0.047179430295826864,256902,0.01629437281589413,54643,0.03741360286907541,21939,0.0026087,5.666527965674641e-4,271,0.0014753996127106223,256434,0.008359732488560366,190,6.277074244308578e-4,3418,0.002716275496952577,9109,0.0019065776930409914,1118,0.9313011876859875
1831,VictoryA,0.14995,0.1393188854489164,225,0.31759401649657487,18174,0.14661949685534592,373,0.06061155270175802,2341,0.11827593845438732,32570,0.11727982162764772,1052,0.0103574,0,0,NA,NA,0.01690251572327044,43,0,0,0.011250195189797111,3098,0.02363433667781494,212,0.9353903812300618
1911,VictoryA,0.0713174,0.06524289673700498,3837,0.1206511212909263,55441,0.09923782858920517,638,0.05131707249604083,59364,0.033066045294306165,39620,0.058389736337003735,5780,0.0012094,0,0,NA,NA,9.332711152589828e-4,6,0,0,0.0036587971370580065,4384,0.0014546923931710275,144,0.9833247847692164
1934,VictoryB,0.0088021,0,0,0.005546748864979545,45397,0.029861724036481317,203,0.0014756211781760257,2327,0.01079399147528189,15711,0.00513480172495598,974,0.0804279,0.11295772878588028,8992,0.065980738558097,540015,0.04677846425419241,318,0.1286460113522004,202870,0.032061129538890246,46666,0.09614309964889343,18237,0.09864507452650453
1816,VictoryA,0.0396975,0.09535160905840286,80,0.06821791188594065,3823,0.008585858585858586,17,0.009660733302905827,254,0.03984666924365417,8659,0.016522165876001964,101,0.0463931,0.011918951132300357,10,0.11620063881800824,6512,0.06313131313131314,125,0,0,0.050955326080954225,11073,0.03615246196630133,221,0.4611130599624117
1862,VictoryA,0.0658817,0.03176813061637768,251,0.07155060934989615,18259,0.14467543487484089,682,0.0019657307604101825,300,0.0936712266869071,73800,0.051659058988764044,1177,0.170761,0.0012656625743576763,10,NA,NA,0.21213406873143828,1000,0,0,0.469644430115934,370015,NA,NA,0.2784015733424272
1871,VictoryA,0.0803042,0.02850337435490274,359,0.13377469211344792,22409,0.14229910714285715,765,0.00907702106243013,2038,0.10484432336739341,85400,0.06332680479675634,1843,0.1537179,7.939658594680428e-4,10,NA,NA,0.18601190476190477,1000,0,0,0.42806562223387157,348677,NA,NA,0.3431479334644036
1891,VictoryB,0.1007147,0.03971861044144963,1005,0.1670068290418061,34531,0.17981007431874485,871,0.013372100008410126,6678,0.1204532686867051,119000,0.08392752996067955,4461,0.154692,7.904201082875548e-4,20,NA,NA,0.20644095788604458,1000,5.006027256817208e-4,250,0.41103615116379116,406077,NA,NA,0.3943306890539677
1900,VictoryB,0.1092385,0.07910048188470463,2216,0.1137852114070308,43104,0.1974412171507607,1142,0.04692348968042794,33930,0.12315168228533939,132900,0.09502901050650776,6666,0.1199774,0,0,0.03231358511584688,12241,0.17289073305670816,1000,3.2222732377069587e-4,233,0.39436059813354313,425577,NA,NA,0.4765747053323962
1912,VictoryB,0.1240176,0.06337968697218782,4503,0.1519970391261287,73512,0.2320388349514563,1434,0.041838856680419756,50459,0.13872334532958402,167900,0.11612797837015014,11801,0.1136428,4.22249746650152e-5,3,NA,NA,0.07281553398058252,450,0.007525505127558805,9076,0.3741878404980622,452888,NA,NA,0.5218269429825079
1921,VictoryA,0.1485141,0.0049753494052195936,220,0.24351639004308023,1337524,0.4854368932038835,5500,0.01125365289127961,13925,0.10726917214274238,136876,0.038633087424743494,4556,0.1288543,0.0017413722918268577,77,NA,NA,0.1327449249779347,1504,0.01661903899865522,20564,0.3643120520687615,464864,NA,NA,0.5354398698626087
1914,VictoryA,0.1108046,0.07619860092134448,4466,0.1155719049419059,857000,0.18756211841544795,1321,0.04049325962710268,48412,0.14358849881545638,175100,0.10141294880480016,10479,0.0921649,9.554683501109026e-4,56,0.009141238712353665,67785,0.06531307681385773,460,0.011869781198219742,14191,0.3735449466442851,455522,NA,NA,0.5459174900662415
1921,VictoryA,0.1485141,0.0049753494052195936,220,0.24351639004308023,1337524,0.4854368932038835,5500,0.01125365289127961,13925,0.10726917214274238,136876,0.038633087424743494,4556,0.1288543,0.0017413722918268577,77,NA,NA,0.1327449249779347,1504,0.01661903899865522,20564,0.3643120520687615,464864,NA,NA,0.5354398698626087
1902,VictoryA,0.1099672,0.06433558193654815,2184,0.1318220823798627,46085,0.1980536110636845,1160,0.04460535805882981,34262,0.12290914980339934,136600,0.09807751481664816,7331,0.016583,0,0,0.016398741418764302,5733,0.04541574184736213,266,5.051333526013066e-4,388,0.025498699826343587,28339,0.011679398504287798,873,0.8689610921199651
1918,VictoryA,0.006646,0,0,0.001380545657136198,48820,0.013386432850306215,400,2.5944621752994044e-4,355,0.015073841967502836,18901,0.009775711621193518,1043,0.0373969,0.005375193881371343,402,0.0073167505914190295,258741,NA,NA,0.013184983691430016,18041,0.1144036098745189,143450,0.04670409492656501,4983,0.15089832867499645
1915,VictoryA,0.0012695,0,0,5.788317754783903e-4,11911,0.0016537851429342873,49,1.4224679229274894e-4,169,0.003989380107322467,4900,0.0012527555767045731,129,0.0090398,0,0,0.0022144409659138014,45568,0.02666306659016504,790,4.174817099242809e-4,496,0.015154759452591917,18614,0.009788973808668291,1008,0.12314124140339305
1939,VictoryA,0.0042844,0.005472599671494699,733,0.001744425990509172,57861,0.0028980416264160883,33,0.003590463801232249,7074,0.006005308257738172,9227,0.005995402628477715,1338,0.0121637,0.018075257578020008,2421,0.00810218505627998,268742,0.014314569245630984,163,0.015604864230829161,30745,0.009554343256052495,14680,0.007330701569648386,1636,0.2604799338525422
1950,VictoryB,0.0013319,0,0,9.232278301441958e-4,41176,0.0044591813400411615,78,2.4811865120960018e-5,57,5.86708852494492e-4,1258,0.0019977222232594612,535,0.005485,0,0,0.0019893254809042558,88724,0.004230505373885205,74,0.001695912745811583,3896,0.00954264692439571,20461,0.015451541233360094,4138,0.19538206516158368
1983,VictoryB,0.0078946,2.9883559237023176e-4,199,0.0037890251522667683,3043087,0.01647926267281106,447,0.0031968812016480185,33982,0.009507734772506249,44180,0.014095572559310935,14658,0.0032667,2.2525295907303904e-4,150,0.007857006971263306,6310213,0.007557603686635945,205,0.0013573245240826794,14428,8.771735385408662e-4,4076,0.0017261258523647925,1795,0.7073190398967862
1950,VictoryA,0.0011539,0,0,6.96187685204422e-4,31050,0.001829407729247656,32,4.352958793150881e-6,10,0.0016300059137267485,3495,0.002763204570489722,740,0.0013319,0,0,9.232278301441958e-4,41176,0.0044591813400411615,78,2.4811865120960018e-5,57,5.86708852494492e-4,1258,0.0019977222232594612,535,0.4641966368975783
1973,VictoryB,0.0032919,1.7312345000411168e-4,120,0.010583499327676885,3121718,0.005081102208325191,130,0.0012460737559872573,11321,8.468912142658024e-4,3278,0.0018205852149175373,1358,0.0018107,0,0,0.0013168120268596728,388408,0.004494821184287669,115,3.708172850385187e-4,3369,0.0017847237669762549,6908,0.0028971168258002935,2161,0.6451416924705052
1940,VictoryA,0.1373449,0.13272226650242736,18317,0.12321444772926889,6145214,0.1889168765743073,4200,0.09862600044953043,201846,0.12713971828107168,194077,0.15345012125892507,33978,0.0118268,0.0018911673067169045,261,NA,NA,0.03665887009715725,815,0.005189144817207243,10620,0.010422630800413498,15910,0.00497229335175927,1101,0.9207168651962805
1992,VictoryA,0.0012805,1.426643262257593e-4,102,7.368315494720326e-4,561000,0.0041580880868757825,103,9.038856731475174e-4,11787,8.257449161268536e-4,4470,9.157746503209531e-4,1166,0.0023307,9.329127999272692e-4,667,0.0017074527884378653,1300000,0.005530660853417303,137,0.00201321036541459,26253,0.0019300632849425876,10448,0.0018700338271133699,2381,0.35459127159946835
1992,VictoryA,0.0672895,0.08671753162742232,62000,0.06201993897695077,47220000,0.07670259577732025,1900,0.10191362727089101,1328991,0.027397366557220058,148310,0.048986089807176815,62371,0.0010118,7.398963585630066e-4,529,0.001116411438593989,850000,0.0010092446812805297,25,7.162375657247657e-4,9340,0.0010077043663248293,5455,0.0014812615699016445,1886,0.9851862263236572
1992,VictoryA,0.0106825,0.004079919996083725,2917,0.003020878010313146,2300000,0.021315247668644788,528,0.008837635385387189,115246,0.010557896910827308,57153,0.01628366708842566,20733,0.001689,6.29401439231291e-5,45,0.00275819296593809,2100000,0.002220338298817165,55,0.0036535784348384085,47644,3.775889504615859e-4,2044,0.001061073372713214,1351,0.86347653881906
1982,VictoryB,0.0068102,0.004250560666250672,2752,0.005427823943039758,4147000,0.0064248476393274105,175,0.0060112244683473435,62916,0.006341091899860398,28966,0.012405514978215676,12460,0.0237279,0.02116630936420756,13704,0.03163378331808767,24169041,0.012298994052426756,335,0.029593404430550273,309737,0.01232885498917137,56318,0.035345761415861536,35501,0.22300667035604704
1986,VictoryB,0.0016167,0,0,0.0016637607865225455,1410000,0.0031966838795798643,91,0.0017031148052647066,19846,7.155395579239139e-4,3517,0.002420810476021943,2736,0.1352873,0.10374483076582441,74032,0.3132590167418478,265480000,0.07970632662381003,2269,0.21184916852795563,2468629,0.04896085020015576,240651,0.054203680764466466,61261,0.01180900485011395
1870,VictoryA,0.0812532,0.029989140422688163,359,0.10015758973300372,19893,0.1840858069343976,738,0.007249811129515882,1545,0.1054083857672483,84500,0.06062871586742141,1703,0.1706882,8.353521009105338e-4,10,NA,NA,0.24943876278373658,1000,0,0,0.4324787561560992,346694,NA,NA,0.32250832931784934
1903,VictoryA,0.1126338,0.06864846570397112,2434,0.14362559396725524,48301,0.19897084048027444,1160,0.04108899933597601,34714,0.12408663405861421,139100,0.09938217350842726,7689,0.1184828,0,0,0.026063193952982178,8765,0.17152658662092624,1000,0.0012262546324846215,1036,0.3935981644812492,441220,NA,NA,0.4873462139889562
1911,VictoryA,0.1200893,0.06714730237540596,3949,0.13991055787079856,64291,0.2219629802457614,1427,0.04104916286885983,47486,0.13678760282021152,163900,0.11367814930801091,11253,0.1134478,6.631412490860553e-4,39,0.02585334537501496,11880,0.15601182143412662,1003,0.007834489388040194,9063,0.37687613502830897,451576,NA,NA,0.5142193681432201
1940,VictoryA,0.1713508,0.15607564669226867,21540,0.4250700287834566,21200000,0.14843468873695573,3300,0.1255343060129582,256916,0.05909716826751114,90211,0.11389306633789013,25219,0.0016678,2.825882182450547e-4,39,7.215363233868617e-4,35986,5.847427132061893e-4,13,0.0022691514624397775,4644,0.002509030544662709,3830,0.0036400258324413917,806,0.9903605739498528
1940,VictoryA,0.0118268,0.0018911673067169045,261,NA,NA,0.03665887009715725,815,0.005189144817207243,10620,0.010422630800413498,15910,0.00497229335175927,1101,0.0053605,0.005434388812404899,750,NA,NA,NA,NA,0.00386742761094118,7915,0.006083907746287879,9287,0.006056172011543307,1341,0.6881127344027277
1940,VictoryA,0.1713508,0.15607564669226867,21540,0.4250700287834566,21200000,0.14843468873695573,3300,0.1255343060129582,256916,0.05909716826751114,90211,0.11389306633789013,25219,0.0118268,0.0018911673067169045,261,NA,NA,0.03665887009715725,815,0.005189144817207243,10620,0.010422630800413498,15910,0.00497229335175927,1101,0.9354353370717817
1940,VictoryA,0.1713508,0.15607564669226867,21540,0.4250700287834566,21200000,0.14843468873695573,3300,0.1255343060129582,256916,0.05909716826751114,90211,0.11389306633789013,25219,0.0053605,0.005434388812404899,750,NA,NA,NA,NA,0.00386742761094118,7915,0.006083907746287879,9287,0.006056172011543307,1341,0.9696652109966936
1988,VictoryB,2.819e-4,0,0,1.06993621886678e-4,101000,3.831017309232752e-4,11,1.847157836095581e-4,2321,4.5264725924344814e-4,2303,5.641689824420218e-4,673,0.1344698,0.11659089564181531,90631,0.2986658097685204,281935000,0.07836171768885174,2250,0.21249047969598694,2669996,0.04815809123191008,245021,0.05255154433923909,62689,0.0020919958709240774
1989,VictoryA,0.0191178,0.021469127267197345,16800,0.037364111641601895,28580000,0.019507761152286394,558,0.017403774147740515,224036,0.01093021192480445,56423,0.008032108618416219,9728,2.67e-5,0,0,NA,NA,3.496014543420501e-5,1,1.5536587108982943e-7,2,9.821557602176163e-5,507,0,0,0.9986053435712606
1996,VictoryA,0.0050711,3.332911164585819e-5,25,0.0023857866084536,2012000,0.014347458004723077,322,0.001121183632811724,15858,0.007985144660975644,45922,0.004553854194535873,7319,0.0073674,0.002856971450282964,2143,0.005209125532274684,4393000,0.012832509022857907,288,0.007009483397920288,99142,0.010433618637962666,60003,0.005862955058766434,9423,0.4076938537605017
1996,VictoryA,0.0085258,4.146141488744759e-4,311,0.0011502052734592406,970000,0.02896225994742236,650,0.001920322149754019,27161,0.013072844404790947,75181,0.005634609042999982,9056,0.0010542,0,0,2.1936904699995825e-4,185000,0.002673439379762064,60,2.4886911259284074e-4,3520,0.0017863200884587517,10273,0.001397452728641559,2246,0.8899582463465553
1995,VictoryA,0.0114204,0.019212110226733553,14415,0.011026035289257271,9126000,0.003035954373942837,70,0.022543776685472965,309058,0.005177033048955714,29354,0.007527594344614473,11381,0.01092,0.018395112407171454,13802,0.010453348380742265,8652000,0.009107863121828512,210,0.010831090684981908,148486,0.0069152914713345205,39210,0.00981742227019705,14843,0.5111994413707902
